Age,Attendance,PreviousGPA,AssignmentsCompleted,SleepHours,InternetHours,StudyHours,Program_ADMINISTRACION,Program_CONTADOR AUDITOR,Program_INGENIERIA CIVIL,Program_INGENIERIA INDUSTRIAL,Program_INGENIERIA INFORMATICA,Scholarship_NO,Scholarship_SI,StudentID,FinalGrade
-0.18314476737005264,-1.6624652129673287,-1.9363124001963485,-1.6146993516832495,-1.577506021239222,-0.04651009048673059,-1.5498620417816318,0.0,1.0,0.0,0.0,0.0,1.0,0.0,STU-14548,1.96
0.2571070772694966,0.6739904554020585,1.7524375349736052,1.0626537503124467,0.0,0.04734840508042768,0.8750492707922743,0.0,0.0,0.0,0.0,1.0,1.0,0.0,STU-11813,5.95
0.9174848442288205,1.401574937572362,1.6553651682586072,1.0626537503124467,-0.7565282158784099,-0.1051716502162047,1.3464722112731569,0.0,0.0,0.0,0.0,1.0,0.0,1.0,STU-11693,5.56
-0.40327068968982727,0.89226580005315,-0.5772992661863651,-0.10891188132801208,-0.4206736591398965,0.522507038889167,0.627512810405991,0.0,0.0,1.0,0.0,0.0,1.0,0.0,STU-14779,3.81
-0.623396612009602,-1.235009329692275,0.3795569200043377,0.0,-1.3759932871961134,-0.6116164492139967,-1.0878990934174222,0.0,0.0,1.0,0.0,0.0,1.0,0.0,STU-11209,2.8
-0.18314476737005264,1.3933896121479459,-0.022600027814942962,0.04782170042474305,1.1988916477991594,0.1588053685664283,-0.32321639731966895,0.0,0.0,0.0,0.0,1.0,0.0,1.0,STU-13176,4.5
-0.18314476737005264,-1.1904447801593445,-0.993323694964931,-1.3506140016066894,-0.8236991272261133,-0.3535055864043111,-0.9239258967284194,0.0,0.0,0.0,1.0,0.0,1.0,0.0,STU-14897,2.2
0.2571070772694966,-1.002182295397779,0.8371837916607594,0.43142535256847386,-0.3535027477921938,0.8549225440228527,0.13716988569176178,0.0,0.0,1.0,0.0,0.0,1.0,0.0,STU-13423,3.96
-1.2837743789689258,-1.211362834021741,-0.8685163663313613,-1.2139194166077112,-0.4356005283282746,0.8607886999958,-1.1351990540007884,0.0,0.0,0.0,0.0,1.0,1.0,0.0,STU-14704,1.98
0.6973589219090458,-3.1494659984028868,-0.6466366709827924,-1.2403995194609168,-0.3684296169805719,-0.26355786148578436,-0.46196294836420987,0.0,0.0,0.0,1.0,0.0,1.0,0.0,STU-11763,2.31
-0.8435225343293765,-0.024490647481433585,0.5043642486379074,-0.5426130253561844,-0.11467284077813927,-0.007402384000414745,0.10721324398896327,0.0,0.0,1.0,0.0,0.0,1.0,0.0,STU-11102,3.76
0.2571070772694966,1.3370018147797482,1.0867984489279,1.0626537503124467,-0.5923326548062477,0.3074146532144288,0.9428458809617658,1.0,0.0,0.0,0.0,0.0,1.0,0.0,STU-12246,5.5
0.03698115494972198,0.8595244983554865,1.4473529538693237,0.6561483875929713,-0.6595035661539504,-0.9655411929151563,0.6322428064643278,0.0,0.0,0.0,1.0,0.0,0.0,1.0,STU-10563,4.98
-0.8435225343293765,0.30565081130334254,-0.2722146850820835,0.8801557441619784,1.079476694292132,0.1353407446746387,-0.0220733149389043,0.0,1.0,0.0,0.0,0.0,0.0,1.0,STU-14755,3.61
-0.18314476737005264,0.6376112312935428,1.7940399778514622,1.0626537503124467,0.5122556651337533,0.11383150610716483,1.075285770595191,0.0,0.0,0.0,1.0,0.0,0.0,1.0,STU-11030,5.59
0.03698115494972198,-1.4896638984518824,0.005134934103627525,-0.676444896533194,-0.8087722580377344,-0.32613019186389,-0.43988963342530557,0.0,0.0,0.0,1.0,0.0,1.0,0.0,STU-12464,3.51
0.9174848442288205,0.25562937815413445,-0.5356968233085081,-2.2673981030919843,-0.9505775153273296,-0.3476394304313637,-1.1288923925896728,0.0,0.0,0.0,1.0,0.0,1.0,0.0,STU-14994,2.99
0.03698115494972198,1.401574937572362,1.1284008918057558,1.0626537503124467,-0.34603931319800413,-0.019134695946309465,1.8683484430429635,1.0,0.0,0.0,0.0,0.0,1.0,0.0,STU-14679,5.74
-1.2837743789689258,-0.6101961556285278,1.2532082204393264,1.034026612092765,0.0,-0.6057502932410492,0.28222309814741803,1.0,0.0,0.0,0.0,0.0,0.0,1.0,STU-10237,4.59
-1.2837743789689258,0.06100052917357817,-0.23061224220422655,0.0,-0.12959970996651735,0.7806179016988526,-1.1698856917619234,0.0,0.0,0.0,0.0,1.0,1.0,0.0,STU-13685,2.7
0.03698115494972198,-0.3619079510879113,-0.5356968233085081,-1.0886756868966054,1.251135689958484,0.5185962682405352,-0.977532518722901,0.0,0.0,1.0,0.0,0.0,1.0,0.0,STU-11840,3.7
-1.063648456649151,-0.7875448731575383,0.19927966753362464,0.0,0.6988415299884833,0.6965363327532729,-0.3437130469057944,1.0,0.0,0.0,0.0,0.0,1.0,0.0,STU-10976,3.07
-0.18314476737005264,-0.1627316990937909,1.0867984489279,1.0626537503124467,-0.2714049672561124,0.5166408829162193,1.121009065825778,0.0,0.0,0.0,1.0,0.0,0.0,1.0,STU-11859,5.18
-1.2837743789689258,-0.38919236916929745,0.0,-0.5061134241260904,0.01220554732307704,-0.705474944781155,0.5486795427670473,0.0,0.0,0.0,0.0,1.0,0.0,1.0,STU-14265,4.37
-0.40327068968982727,1.2415063514948947,1.6276302063400354,0.7219908054982385,2.9901159504045673,-0.6898318621866286,0.35317303902246716,0.0,0.0,0.0,0.0,1.0,1.0,0.0,STU-11952,6.08
0.03698115494972198,-1.5087629911088523,-0.6050342281049368,-1.8472948497181603,-0.48038113589341014,-0.29484402667483717,-1.237682301931415,0.0,0.0,0.0,1.0,0.0,1.0,0.0,STU-13312,2.99
-0.8435225343293765,-0.223666899475554,0.36568943904505125,1.0626537503124467,-0.6371132623713833,0.49708702967306145,1.121009065825778,1.0,0.0,0.0,0.0,0.0,1.0,0.0,STU-10949,4.31
0.03698115494972198,0.5875897981443347,1.4334854729100384,-1.206046953597299,1.4451849894074031,0.939004112968432,-0.26172644856129285,0.0,0.0,0.0,0.0,1.0,0.0,1.0,STU-14076,4.43
0.2571070772694966,1.401574937572362,1.1838708156428979,1.0626537503124467,-0.7490647812842208,-1.7367310472556234e-16,1.3685455262120612,0.0,0.0,0.0,0.0,1.0,1.0,0.0,STU-14061,5.82
0.6973589219090458,0.03917299470846824,-2.449409195689913,-1.3162614357430715,-0.01764819105367978,0.5850793692672727,-1.3827355143870712,0.0,0.0,0.0,0.0,1.0,1.0,0.0,STU-13457,1.46
-0.623396612009602,-0.3364424942119506,-2.504879119527055,-0.4044870834462215,0.9302080024083488,-0.9440319543476826,-0.04729996058336628,0.0,0.0,0.0,0.0,1.0,0.0,1.0,STU-14238,2.97
0.47723299958927123,0.9759380155027338,0.5875691343936201,1.0426147535586696,-0.032575060242057856,-0.23618246694536324,0.7552227039810797,0.0,0.0,1.0,0.0,0.0,1.0,0.0,STU-11727,4.63
-1.2837743789689258,0.28291379623552054,0.22701462945219636,-0.9534124588086111,0.9899154791618624,-0.04259931983809907,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,STU-10032,3.45
0.0,-0.7775405865276966,-0.34155208987851093,0.5731296867558957,-0.6893573045307072,-0.4982041004036803,0.8876625936145051,0.0,0.0,0.0,0.0,1.0,0.0,1.0,STU-12268,4.54
0.2571070772694966,0.3429395160145703,-0.06420247069279993,-0.9519811018976274,-1.958141185542871,-0.7621811191863133,0.23965313362238855,0.0,0.0,0.0,0.0,1.0,1.0,0.0,STU-12353,3.8
-0.18314476737005264,-1.207724911610889,0.0,0.17449678704683366,-1.3237492450367894,0.8119040668879051,-0.7504927079227434,0.0,0.0,0.0,1.0,0.0,1.0,0.0,STU-12963,4.01
1.797988533507919,-0.8421137093203118,-0.896251328249933,-2.2101438266526214,0.9302080024083488,0.22919924024179694,-0.3437130469057944,0.0,0.0,1.0,0.0,0.0,1.0,0.0,STU-12011,3.03
0.47723299958927123,1.2924496711447084e-15,0.629171577271477,0.5681199375674519,0.4003041462209157,0.5929009105645356,0.2633031139140717,1.0,0.0,0.0,0.0,0.0,0.0,1.0,STU-12837,4.3
0.2571070772694966,0.1283020937743308,1.6969676111364629,-2.351132482384552,-0.23408779428516654,-0.03673316386515163,-0.9633425305478912,0.0,0.0,1.0,0.0,0.0,0.0,1.0,STU-11034,4.14
1.3577366888683697,0.48845641244863053,1.0867984489279,0.8436561429318844,-0.9356506461389508,-0.5998841372681019,0.580212849822625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,STU-12197,4.32
-0.8435225343293765,1.2924496711447084e-15,-0.06420247069279993,0.25250573869546555,0.3182063656848343,-0.5294902655927332,-0.4178163184864012,0.0,0.0,1.0,0.0,0.0,1.0,0.0,STU-13526,4.21
0.47723299958927123,-0.0917922120821862,1.003593563172186,-1.3549080723396418,-2.3089226114697636,-0.4786502471605224,-0.13243988963342554,1.0,0.0,0.0,0.0,0.0,1.0,0.0,STU-10316,4.64
1.3577366888683697,-0.39919665579913904,0.670774020149334,-0.32003702569816106,-0.0475019294304366,0.2546192494579023,-0.570752857705952,1.0,0.0,0.0,0.0,0.0,0.0,1.0,STU-14020,5.01
-1.2837743789689258,0.8804425522178818,0.4072918819229082,1.0626537503124467,-0.06242879861881468,0.6104993784833779,0.7094994087504926,0.0,0.0,1.0,0.0,0.0,1.0,0.0,STU-11212,4.95
